Roll_Number,Student_Name,Attendance_Percentage,Quiz_Marks,Assignment_Marks,Midterm_Marks,Final_Marks,Result,Risk_Level
STU75964,Nasir Siddiqui,78.0,20.0,13.0,24.0,30.0,Pass,Low Risk
STU24812,Fiza Mahmood,60.0,12.0,12.0,19.0,24.0,Pass,Medium Risk
STU58316,Sami Mirza,93.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU46128,Haris Yousafzai,87.0,14.0,15.0,19.0,21.0,Pass,Low Risk
STU09180,Ibrahim Abbasi,45.0,5.0,0.0,12.0,4.0,Fail,High Risk
STU28629,Bisma Yousafzai,72.0,17.0,16.0,26.0,21.0,Pass,Low Risk
STU73328,Noor Orakzai,66.0,17.0,11.0,15.0,22.0,Pass,Medium Risk
STU56321,Sobia Hashmi,49.0,13.0,12.0,18.0,18.0,Pass,Medium Risk
STU87360,Umair Butt,96.0,19.0,16.0,29.0,30.0,Pass,Low Risk
STU54991,Owais Mirza,62.0,16.0,14.0,16.0,22.0,Pass,Medium Risk
STU40087,Adnan Waheed,54.0,13.0,11.0,17.0,17.0,Pass,Medium Risk
STU47419,Zaid Waheed,40.0,8.0,8.0,7.0,9.0,Fail,High Risk
STU56893,Ehsan Marwat,86.0,16.0,12.0,22.0,26.0,Pass,Low Risk
STU84853,Amber Orakzai,92.0,16.0,20.0,30.0,24.0,Pass,Low Risk
STU53729,Anas Khan,100.0,18.0,16.0,21.0,24.0,Pass,Low Risk
STU_55964,Yousuf Butt,100.0,15.0,20.0,30.0,26.0,Pass,Low Risk
STU15991,Wajeeha Abbasi,87.0,20.0,14.0,21.0,28.0,Pass,Low Risk
STU42367,Yumna Ghori,68.0,15.0,9.0,24.0,19.0,Pass,Medium Risk
STU19623,Sana Sabir,70.0,19.0,17.0,30.0,30.0,Pass,Low Risk
STU23420,Hira Niazi,75.0,20.0,18.0,27.0,30.0,Pass,Low Risk
STU63743,Yumna Soomro,87.0,16.0,19.0,26.0,30.0,Pass,Low Risk
STU26485,Farah Ghori,72.0,14.0,19.0,30.0,30.0,Pass,Low Risk
STU60041,Gulnaz Ahmed,70.0,11.0,16.0,27.0,22.0,Pass,Low Risk
STU53676,Sami Junejo,83.0,9.0,12.0,18.0,12.0,Pass,Medium Risk
STU98322,Farhan Bhatti,87.0,20.0,20.0,28.0,29.0,Pass,Low Risk
STU33004,Sana Awan,51.0,13.0,10.0,16.0,19.0,Pass,Medium Risk
STU58080,Sohail Rind,74.0,13.0,15.0,18.0,22.0,Pass,Medium Risk
STU81765,Fatima Hameed,75.0,14.0,14.0,25.0,22.0,Pass,Low Risk
STU48098,Rimsha Nawaz,86.0,10.0,19.0,22.0,26.0,Pass,Low Risk
STU08378,Bushra Orakzai,75.0,15.0,11.0,17.0,20.0,Pass,Medium Risk
STU23273,Zara Kiani,61.0,7.0,8.0,19.0,16.0,Fail,Medium Risk
STU60998,Alishba Sheikh,88.0,4.0,9.0,12.0,12.0,Fail,High Risk
STU60194,Rukhsar Bhatti,73.0,20.0,19.0,25.0,30.0,Pass,Low Risk
STU24709,Hira Hashmi,88.0,17.0,15.0,20.0,23.0,Pass,Low Risk
STU33215,Noor Baig,72.0,17.0,10.0,22.0,19.0,Pass,Low Risk
STU83272,Palwasha Abbasi,97.0,20.0,15.0,30.0,30.0,Pass,Low Risk
STU97806,Anum Baig,58.0,16.0,17.0,24.0,25.0,Pass,Low Risk
STU44213,Zaid Orakzai,77.0,18.0,17.0,24.0,30.0,Pass,Low Risk
STU29232,Bushra Rana,69.0,13.0,14.0,20.0,26.0,Pass,Low Risk
STU83224,Qasim Jafri,75.0,16.0,16.0,22.0,18.0,Pass,Low Risk
STU99067,Uzma Pasha,75.0,4.0,9.0,13.0,22.0,Fail,Medium Risk
STU89414,Sohail Mahmood,91.0,8.0,8.0,15.0,14.0,Fail,Medium Risk
STU06100,Daniyal Raza,80.0,15.0,16.0,23.0,30.0,Pass,Low Risk
STU30402,Imran Sabir,79.0,13.0,13.0,21.0,23.0,Pass,Low Risk
STU44670,Hina Karim,86.0,18.0,19.0,21.0,27.0,Pass,Low Risk
STU16854,Waqar Abbasi,99.0,17.0,17.0,30.0,22.0,Pass,Low Risk
STU32608,Zaid Hussain,56.0,13.0,12.0,22.0,25.0,Pass,Medium Risk
STU54448,Owais Karim,65.0,10.0,9.0,23.0,22.0,Pass,Medium Risk
STU62281,Komal Chaudhry,92.0,18.0,20.0,25.0,29.0,Pass,Low Risk
STU58388,Bushra Durrani,75.0,15.0,15.0,19.0,24.0,Pass,Low Risk
STU23268,Shoaib Baig,63.0,13.0,14.0,22.0,23.0,Pass,Medium Risk
STU09094,Omar Rana,87.0,5.0,4.0,7.0,14.0,Fail,High Risk
STU45750,Farah Farooq,85.0,19.0,20.0,30.0,27.0,Pass,Low Risk
STU94112,Gulnaz Khan,75.0,12.0,14.0,22.0,26.0,Pass,Low Risk
STU28069,Lubna Saeed,74.0,17.0,9.0,19.0,20.0,Pass,Medium Risk
STU99559,Mohsin Ali,58.0,12.0,17.0,22.0,26.0,Pass,Low Risk
STU55248,Bisma Karim,90.0,19.0,20.0,27.0,24.0,Pass,Low Risk
STU51432,Zoya Chandio,75.0,15.0,15.0,28.0,16.0,Fail,Low Risk
STU73429,Omar Ahmed,73.0,2.0,6.0,10.0,14.0,Fail,High Risk
STU82521,Quratulain Rashid,84.0,13.0,16.0,21.0,11.0,Pass,Medium Risk
STU90915,Yasir Mirza,65.0,12.0,15.0,18.0,18.0,Pass,Medium Risk
STU60644,Waqar Dar,85.0,11.0,11.0,22.0,22.0,Pass,Medium Risk
STU-59619,Osha Chandio,89.0,19.0,16.0,24.0,30.0,Pass,Low Risk
STU31310,Aamir Bajwa,100.0,20.0,20.0,30.0,27.0,Pass,Low Risk
STU76920,Ibrahim Warraich,60.0,11.0,13.0,7.0,18.0,Fail,Medium Risk
STU47453,Mehak Warraich,66.0,10.0,14.0,17.0,15.0,Pass,Medium Risk
STU02753,Moiz Orakzai,95.0,12.0,9.0,22.0,22.0,Pass,Low Risk
STU43473,Adeel Javed,73.0,14.0,17.0,25.0,26.0,Pass,Low Risk
STU68455,Zaid Warraich,76.0,18.0,15.0,22.0,16.0,Pass,Low Risk
STU20550,Saba Tanveer,46.0,15.0,5.0,6.0,15.0,Fail,High Risk
STU28800,Unknown Student,59.0,20.0,17.0,28.0,25.0,Pass,Low Risk
STU63333,Umair Yousaf,81.0,14.0,11.0,25.0,23.0,Pass,Low Risk
STU55212,Asad Chaudhry,71.0,19.0,17.0,23.0,26.0,Pass,Low Risk
STU64896,Eman Malik,100.0,12.0,18.0,30.0,23.0,Pass,Low Risk
STU17401,Fajar Qazi,70.0,9.0,8.0,18.0,19.0,Fail,Medium Risk
STU21979,Hassan Chandio,81.0,15.0,15.0,25.0,29.0,Pass,Low Risk
STU12963,Palwasha Warraich,85.0,16.0,20.0,30.0,27.0,Pass,Low Risk
STU68887,Unknown Student,78.0,20.0,20.0,28.0,26.0,Pass,Low Risk
STU49523,Amal Lodhi,61.0,12.0,10.0,14.0,14.0,Fail,Medium Risk
STU04322,Adnan Bhatti,85.0,7.0,12.0,8.0,9.0,Fail,High Risk
STU85529,Bushra Niazi,86.0,14.0,13.0,10.0,20.0,Fail,Medium Risk
STU41562,Saba Rind,86.0,17.0,20.0,27.0,23.0,Fail,Low Risk
STU54925,Omar Hashmi,49.0,10.0,14.0,20.0,22.0,Pass,Medium Risk
STU78120,Adnan Qureshi,65.0,17.0,13.0,20.0,11.0,Pass,Medium Risk
STU34662,Zara Pasha,100.0,15.0,20.0,30.0,25.0,Pass,Low Risk
STU87705,Sobia Hashmi,100.0,20.0,18.0,30.0,30.0,Pass,Low Risk
STU16706,Amal Pervez,74.0,16.0,12.0,23.0,25.0,Pass,Low Risk
STU54659,Yumna Talpur,61.0,16.0,20.0,13.0,26.0,Pass,Low Risk
STU25350,Anas Yousafzai,69.0,12.0,11.0,17.0,17.0,Pass,Medium Risk
STU19882,Osha Rind,89.0,15.0,18.0,30.0,30.0,Pass,Low Risk
STU50108,Raheel Pasha,60.0,19.0,15.0,24.0,23.0,Pass,Low Risk
STU74926,Abdullah Rana,75.0,16.0,13.0,13.0,20.0,Fail,Medium Risk
STU58866,Hira Siddiqui,88.0,20.0,20.0,26.0,30.0,Pass,Low Risk
STU29123,Rida Yousafzai,73.0,20.0,15.0,25.0,22.0,Pass,Low Risk
STU47505,Shahzad Durrani,53.0,10.0,7.0,8.0,8.0,Fail,High Risk
STU46035,Maria Hashmi,62.0,10.0,14.0,23.0,20.0,Pass,Medium Risk
STU92326,Eman Chaudhry,83.0,19.0,19.0,24.0,22.0,Pass,Low Risk
STU66187,Rabia Ansari,71.0,10.0,14.0,23.0,22.0,Pass,Medium Risk
STU85749,Ahmed Niazi,81.0,17.0,20.0,26.0,24.0,Pass,Low Risk
STU50868,Hamza Cheema,86.0,5.0,5.0,14.0,10.0,Fail,High Risk
STU98478,Rashid Saeed,81.0,18.0,20.0,24.0,29.0,Pass,Low Risk
STU63671,Amber Durrani,69.0,19.0,10.0,30.0,30.0,Pass,Low Risk
STU48132,Haris Lodhi,68.0,10.0,6.0,22.0,8.0,Fail,Medium Risk
STU42865,Wajeeha Ali,93.0,16.0,20.0,28.0,30.0,Pass,Low Risk
STU57702,Sadia Saeed,76.0,8.0,9.0,21.0,16.0,Fail,Medium Risk
STU35030,Bisma Saeed,65.0,20.0,20.0,26.0,24.0,Pass,Low Risk
STU16366,Khadija Hashmi,69.0,10.0,9.0,12.0,18.0,Fail,Medium Risk
STU86413,Hassan Ahmed,65.0,10.0,13.0,25.0,17.0,Pass,Medium Risk
STU31392,Bilal Chaudhry,80.0,14.0,16.0,17.0,23.0,Pass,Low Risk
STU22455,Sohail Jafri,51.0,6.0,7.0,10.0,12.0,Fail,High Risk
STU37470,Unknown Student,88.0,17.0,20.0,22.0,27.0,Pass,Low Risk
STU45050,Uzma Jafri,82.0,17.0,18.0,28.0,27.0,Pass,Low Risk
STU38800,Ahmed Ansari,59.0,9.0,16.0,30.0,18.0,Pass,Medium Risk
STU47946,Anas Hashmi,73.0,9.0,7.0,15.0,15.0,Fail,Medium Risk
STU46784,Shoaib Marwat,82.0,15.0,12.0,21.0,22.0,Pass,Low Risk
STU_62451,Sehar Durrani,77.0,20.0,16.0,23.0,29.0,Pass,Low Risk
STU36189,Bilal Farooq,86.0,8.0,9.0,12.0,9.0,Fail,Medium Risk
STU53127,Hira Siddiqui,85.0,14.0,11.0,27.0,26.0,Pass,Low Risk
STU57142,Luqman Ali,72.0,15.0,12.0,30.0,27.0,Pass,Low Risk
STU97553,Nasir Iqbal,65.0,12.0,14.0,22.0,29.0,Pass,Low Risk
STU21212,Nida Hussain,95.0,11.0,12.0,17.0,10.0,Fail,Medium Risk
STU90863,Kiran Siddiqui,100.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU21638,Lubna Ali,86.0,15.0,16.0,30.0,28.0,Pass,Low Risk
STU27839,Hira Karim,83.0,18.0,17.0,28.0,25.0,Pass,Low Risk
STU14870,Warda Talpur,79.0,14.0,13.0,30.0,18.0,Pass,Low Risk
STU93652,Uzma Awan,84.0,14.0,13.0,17.0,18.0,Pass,Medium Risk
STU51057,Amber Cheema,94.0,15.0,14.0,20.0,27.0,Pass,Low Risk
STU88116,Zubair Sabir,72.0,15.0,13.0,17.0,22.0,Pass,Medium Risk
STU41786,Palwasha Iqbal,100.0,18.0,20.0,28.0,30.0,Pass,Low Risk
STU80541,Sehar Farooq,88.0,15.0,20.0,24.0,30.0,Pass,Low Risk
STU32909,Hamid Yousafzai,78.0,14.0,19.0,24.0,22.0,Pass,Low Risk
STU96805,Sara Rana,63.0,11.0,14.0,17.0,25.0,Pass,Medium Risk
STU59970,Moiz Junejo,62.0,18.0,16.0,19.0,23.0,Pass,Low Risk
STU68250,Lubna Hussain,75.0,11.0,14.0,22.0,17.0,Pass,Medium Risk
STU88269,Moiz Mahmood,73.0,19.0,15.0,27.0,21.0,Pass,Low Risk
STU20485,Kinza Malik,83.0,20.0,15.0,23.0,19.0,Pass,Low Risk
STU80747,Hamza Warraich,74.0,11.0,11.0,20.0,11.0,Pass,Medium Risk
STU31723,Hassan Sheikh,93.0,18.0,18.0,23.0,30.0,Pass,Low Risk
STU64048,Warda Raza,64.0,16.0,12.0,21.0,30.0,Pass,Low Risk
STU81276,Wasi Hashmi,89.0,10.0,15.0,22.0,23.0,Pass,Low Risk
STU55162,Umair Ansari,75.0,15.0,15.0,20.0,19.0,Pass,Low Risk
STU93432,Bilal Junejo,89.0,20.0,20.0,26.0,27.0,Pass,Low Risk
STU16678,Fahad Bhatti,59.0,11.0,7.0,22.0,13.0,Pass,Medium Risk
STU27103,Rizwan Hameed,59.0,10.0,5.0,13.0,19.0,Fail,High Risk
STU49651,Mishal Rana,66.0,14.0,18.0,22.0,22.0,Pass,Low Risk
STU24205,Basit Saeed,74.0,14.0,15.0,20.0,25.0,Pass,Low Risk
STU32772,Amber Bhatti,94.0,15.0,15.0,24.0,26.0,Pass,Low Risk
STU08570,Zeeshan Hameed,51.0,2.0,8.0,11.0,14.0,Fail,High Risk
STU38565,Javeria Mirza,71.0,0.0,18.0,26.0,4.0,Pass,Medium Risk
STU92993,Luqman Awan,61.0,13.0,10.0,17.0,14.0,Fail,Medium Risk
STU62259,Luqman Yousafzai,61.0,14.0,13.0,19.0,25.0,Pass,Medium Risk
STU31967,Komal Marwat,66.0,15.0,17.0,22.0,25.0,Pass,Low Risk
STU73344,Tahira Lodhi,75.0,10.0,16.0,18.0,12.0,Fail,Medium Risk
STU56695,Noor Karim,40.0,7.0,10.0,14.0,16.0,Fail,High Risk
STU57376,Maria Junejo,75.0,14.0,16.0,30.0,26.0,Pass,Low Risk
STU_49181,Owais Qazi,100.0,20.0,20.0,27.0,27.0,Pass,Low Risk
STU56317,Saba Ghori,86.0,3.0,9.0,6.0,8.0,Fail,High Risk
STU61908,Yousuf Chandio,72.0,13.0,16.0,24.0,24.0,Pass,Low Risk
STU88992,Zainab Mahmood,60.0,15.0,12.0,23.0,19.0,Pass,Medium Risk
STU36943,Osha Baig,78.0,19.0,18.0,30.0,28.0,Pass,Low Risk
STU69165,Bilal Effendi,82.0,14.0,13.0,25.0,30.0,Fail,Low Risk
STU64330,Maria Cheema,75.0,20.0,20.0,17.0,21.0,Pass,Low Risk
STU43283,Imran Karim,85.0,18.0,18.0,26.0,28.0,Pass,Low Risk
STU74189,Bushra Mahmood,89.0,20.0,19.0,30.0,30.0,Pass,Low Risk
STU40641,Kashif Raza,65.0,15.0,14.0,22.0,21.0,Pass,Low Risk
STU59459,Zain Hashmi,72.0,17.0,16.0,22.0,22.0,Pass,Low Risk
STU47498,Rashid Abbasi,78.0,14.0,13.0,28.0,23.0,Pass,Low Risk
STU17334,Imran Gill,75.0,15.0,12.0,27.0,23.0,Pass,Low Risk
STU83665,Sami Soomro,77.0,18.0,20.0,26.0,22.0,Pass,Low Risk
STU23918,Sana Rashid,64.0,16.0,14.0,19.0,20.0,Pass,Medium Risk
STU67405,Kinza Yousafzai,78.0,19.0,11.0,19.0,24.0,Pass,Low Risk
STU37707,Sara Kiani,75.0,15.0,11.0,23.0,22.0,Pass,Low Risk
STU56404,Aiman Saeed,60.0,18.0,16.0,25.0,22.0,Pass,Low Risk
STU52129,Sana Baig,73.0,13.0,11.0,16.0,26.0,Pass,Medium Risk
STU91890,Farhan Saeed,89.0,20.0,15.0,25.0,29.0,Pass,Low Risk
STU88800,Luqman Awan,79.0,16.0,18.0,26.0,22.0,Pass,Low Risk
STU63289,Unknown Student,60.0,15.0,13.0,30.0,23.0,Pass,Low Risk
STU32016,Mohsin Ansari,85.0,14.0,17.0,27.0,19.0,Pass,Low Risk
STU20531,Zara Dar,92.0,19.0,20.0,26.0,30.0,Pass,Low Risk
STU25576,Khadija Siddiqui,91.0,18.0,20.0,29.0,26.0,Pass,Low Risk
STU91258,Dua Lodhi,76.0,20.0,18.0,28.0,28.0,Pass,Low Risk
STU25606,Arslan Tanveer,73.0,13.0,18.0,21.0,21.0,Pass,Low Risk
STU45324,Zeeshan Abbasi,64.0,15.0,12.0,18.0,18.0,Fail,Medium Risk
STU43288,Unknown Student,88.0,20.0,15.0,30.0,30.0,Pass,Low Risk
STU86359,Kashif Orakzai,40.0,9.0,6.0,8.0,12.0,Fail,High Risk
STU04888,Zain Ali,74.0,20.0,18.0,26.0,21.0,Fail,Low Risk
STU87289,Rizwan Rashid,75.0,12.0,14.0,18.0,10.0,Fail,Medium Risk
STU91056,Quratulain Sheikh,88.0,19.0,15.0,30.0,30.0,Pass,Low Risk
STU27479,Zara Qazi,51.0,10.0,10.0,14.0,14.0,Fail,High Risk
STU_55382,Hassan Pervez,73.0,14.0,12.0,27.0,22.0,Pass,Low Risk
STU18296,Mahnoor Chaudhry,95.0,11.0,10.0,24.0,23.0,Fail,Low Risk
STU28362,Palwasha Rana,75.0,18.0,12.0,30.0,22.0,Pass,Low Risk
STU95889,Fahad Farooq,95.0,17.0,17.0,25.0,18.0,Pass,Low Risk
STU75061,Ayesha Karim,90.0,20.0,17.0,30.0,28.0,Pass,Low Risk
STU91671,Khadija Saeed,61.0,14.0,15.0,22.0,25.0,Pass,Low Risk
STU85336,Ayesha Chaudhry,90.0,4.0,8.0,9.0,10.0,Fail,High Risk
STU23418,Laiba Lodhi,73.0,17.0,8.0,16.0,24.0,Pass,Medium Risk
STU03542,Sehar Yousafzai,75.0,16.0,13.0,17.0,14.0,Fail,Medium Risk
STU64625,Adnan Mirza,59.0,16.0,13.0,17.0,28.0,Pass,Medium Risk
STU74829,Dua Yousaf,83.0,11.0,20.0,20.0,22.0,Pass,Low Risk
STU41201,Saba Farooq,91.0,20.0,17.0,29.0,30.0,Pass,Low Risk
STU60104,Amber Bhatti,77.0,10.0,12.0,24.0,26.0,Pass,Low Risk
STU46341,Wasi Gill,75.0,12.0,13.0,26.0,25.0,Pass,Low Risk
STU81849,Noman Effendi,88.0,15.0,13.0,26.0,23.0,Pass,Low Risk
STU42366,Ahmed Bhatti,53.0,12.0,13.0,19.0,20.0,Pass,Medium Risk
STU83525,Yasir Niazi,86.0,15.0,17.0,25.0,22.0,Pass,Low Risk
STU17590,Mohsin Sheikh,83.0,15.0,20.0,25.0,28.0,Pass,Low Risk
STU37129,Jawad Gill,61.0,16.0,16.0,21.0,22.0,Pass,Low Risk
STU62750,Rukhsar Ansari,82.0,17.0,20.0,30.0,30.0,Pass,Low Risk
STU20396,Wasi Awan,54.0,11.0,4.0,14.0,22.0,Fail,Medium Risk
STU49689,Kiran Kiani,82.0,10.0,14.0,21.0,19.0,Pass,Medium Risk
STU91777,Momina Durrani,87.0,15.0,20.0,23.0,19.0,Pass,Low Risk
STU06253,Sana Sheikh,100.0,20.0,19.0,29.0,30.0,Pass,Low Risk
STU93210,Iram Tanveer,48.0,15.0,13.0,14.0,17.0,Pass,Medium Risk
STU04762,Rukhsar Warraich,72.0,20.0,18.0,25.0,29.0,Pass,Low Risk
STU71276,Saad Warraich,99.0,19.0,19.0,30.0,24.0,Pass,Low Risk
STU85377,Laiba Nawaz,75.0,19.0,20.0,28.0,30.0,Pass,Low Risk
STU57446,Warda Niazi,80.0,14.0,14.0,22.0,22.0,Pass,Low Risk
STU34918,Bisma Saeed,90.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU34317,Mahnoor Karim,82.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU29361,Noor Mirza,71.0,14.0,15.0,23.0,18.0,Pass,Low Risk
STU50210,Lubna Bhatti,100.0,17.0,20.0,30.0,30.0,Pass,Low Risk
STU13423,Nida Jafri,73.0,13.0,16.0,16.0,23.0,Pass,Medium Risk
STU_34601,Noor Hameed,69.0,16.0,19.0,25.0,22.0,Pass,Low Risk
STU39261,Daniyal Effendi,75.0,15.0,13.0,22.0,25.0,Pass,Low Risk
STU80836,Bilal Pasha,51.0,20.0,20.0,30.0,30.0,Pass,Low Risk
STU20709,Mohsin Hameed,89.0,6.0,5.0,9.0,0.0,Fail,High Risk
STU75984,Ehsan Waheed,54.0,11.0,11.0,14.0,13.0,Fail,Medium Risk
STU18357,Tahira Abbasi,72.0,16.0,14.0,27.0,24.0,Pass,Low Risk
STU28555,Bisma Sabir,80.0,10.0,13.0,20.0,26.0,Pass,Medium Risk
STU81743,Quratulain Farooq,78.0,14.0,13.0,11.0,15.0,Fail,Medium Risk
STU63286,Unknown Student,95.0,20.0,20.0,25.0,30.0,Pass,Low Risk
STU53373,Bisma Rana,62.0,10.0,14.0,20.0,21.0,Fail,Medium Risk
STU99233,Fiza Orakzai,57.0,10.0,18.0,27.0,22.0,Pass,Low Risk
STU59120,Talha Ali,62.0,10.0,6.0,12.0,13.0,Fail,High Risk
STU60747,Sadia Malik,86.0,14.0,15.0,26.0,29.0,Pass,Low Risk
STU63994,Amal Chandio,75.0,12.0,15.0,19.0,22.0,Pass,Medium Risk
STU53101,Bilal Awan,78.0,20.0,20.0,21.0,30.0,Pass,Low Risk
STU42272,Basit Dar,90.0,18.0,20.0,21.0,30.0,Pass,Low Risk
STU30196,Osha Karim,79.0,19.0,20.0,30.0,24.0,Pass,Low Risk
STU81718,Farhan Lodhi,78.0,13.0,15.0,22.0,18.0,Pass,Low Risk
STU57414,Unknown Student,53.0,16.0,18.0,26.0,30.0,Pass,Low Risk
STU74253,Talha Farooq,96.0,18.0,19.0,28.0,22.0,Pass,Low Risk
STU-30299,Zain Pervez,75.0,15.0,13.0,22.0,22.0,Pass,Low Risk
STU30646,Salman Bhatti,95.0,19.0,20.0,30.0,24.0,Pass,Low Risk
STU91663,Owais Raza,78.0,13.0,15.0,14.0,21.0,Pass,Medium Risk
STU93057,Bilal Mirza,64.0,20.0,16.0,16.0,14.0,Pass,Medium Risk
STU21968,Talha Pasha,88.0,15.0,17.0,26.0,22.0,Pass,Low Risk
STU67720,Kamran Waheed,100.0,20.0,17.0,30.0,27.0,Pass,Low Risk
STU81202,Warda Chaudhry,75.0,10.0,10.0,23.0,20.0,Pass,Medium Risk
STU93939,Mariam Ahmed,75.0,9.0,17.0,17.0,21.0,Pass,Medium Risk
STU54201,Umair Durrani,71.0,18.0,15.0,22.0,20.0,Pass,Low Risk
STU26811,Yousuf Mirza,80.0,20.0,20.0,25.0,27.0,Pass,Low Risk
STU27086,Wajeeha Chandio,61.0,16.0,20.0,18.0,20.0,Pass,Low Risk
STU45921,Anas Chaudhry,80.0,16.0,17.0,25.0,25.0,Pass,Low Risk
STU97516,Yumna Sheikh,90.0,19.0,17.0,30.0,25.0,Pass,Low Risk
STU12836,Maria Junejo,66.0,15.0,12.0,24.0,22.0,Pass,Low Risk
STU30867,Saba Iqbal,81.0,20.0,20.0,29.0,28.0,Pass,Low Risk
STU77045,Nimra Iqbal,58.0,5.0,6.0,8.0,13.0,Fail,High Risk
STU64361,Bilal Ahmed,100.0,20.0,19.0,30.0,26.0,Pass,Low Risk
STU37446,Eman Marwat,60.0,10.0,15.0,15.0,22.0,Pass,Medium Risk
STU80334,Laiba Talpur,75.0,14.0,7.0,16.0,16.0,Fail,Medium Risk
STU35112,Alishba Ahmed,77.0,11.0,11.0,13.0,15.0,Pass,Medium Risk
STU11268,Umair Waheed,76.0,14.0,20.0,30.0,27.0,Pass,Low Risk
STU_78726,Shoaib Yousafzai,72.0,19.0,19.0,30.0,24.0,Pass,Low Risk
STU31564,Tariq Chandio,56.0,10.0,8.0,18.0,22.0,Pass,Medium Risk
STU06553,Eman Qazi,50.0,12.0,15.0,17.0,17.0,Pass,Medium Risk
STU88529,Ibrahim Ghori,64.0,14.0,17.0,26.0,24.0,Pass,Low Risk
STU44258,Shoaib Khan,71.0,10.0,14.0,21.0,22.0,Pass,Medium Risk
STU69837,Wasi Chandio,74.0,16.0,20.0,20.0,26.0,Pass,Low Risk
STU17296,Unknown Student,69.0,13.0,12.0,20.0,18.0,Pass,Medium Risk
STU93629,Mariam Yousaf,83.0,18.0,15.0,30.0,27.0,Pass,Low Risk
STU38758,Hira Jafri,85.0,16.0,14.0,30.0,29.0,Fail,Low Risk
STU58377,Anum Soomro,43.0,18.0,20.0,25.0,30.0,Pass,Low Risk
STU29724,Sobia Mahmood,83.0,18.0,13.0,27.0,19.0,Pass,Low Risk
STU93375,Quratulain Chandio,62.0,20.0,14.0,30.0,28.0,Pass,Low Risk
STU48460,Mehak Effendi,80.0,15.0,20.0,27.0,27.0,Pass,Low Risk
STU48949,Uzma Durrani,64.0,11.0,9.0,20.0,22.0,Pass,Medium Risk
STU63244,Wajeeha Saeed,70.0,6.0,12.0,17.0,15.0,Fail,Medium Risk
STU53588,Momina Warraich,91.0,9.0,7.0,11.0,14.0,Fail,Medium Risk
STU70299,Unknown Student,69.0,14.0,9.0,25.0,24.0,Pass,Low Risk
STU33076,Adnan Pasha,85.0,17.0,12.0,22.0,21.0,Pass,Low Risk
STU38890,Bushra Dar,58.0,10.0,15.0,17.0,20.0,Pass,Medium Risk
STU94033,Basit Dar,90.0,20.0,17.0,29.0,24.0,Pass,Low Risk
STU53306,Mahnoor Ahmed,51.0,13.0,11.0,18.0,16.0,Pass,Medium Risk
STU93014,Bisma Chaudhry,79.0,16.0,17.0,28.0,27.0,Pass,Low Risk
STU30541,Bilal Ali,82.0,13.0,16.0,13.0,24.0,Pass,Medium Risk
STU74786,Anum Bhatti,74.0,12.0,13.0,22.0,17.0,Pass,Medium Risk
STU41057,Aamir Warraich,77.0,17.0,15.0,28.0,28.0,Pass,Low Risk
STU06713,Warda Iqbal,93.0,20.0,19.0,30.0,29.0,Pass,Low Risk
STU54733,Shahzad Siddiqui,71.0,8.0,8.0,14.0,16.0,Fail,Medium Risk
STU89975,Ehsan Waheed,67.0,16.0,16.0,23.0,22.0,Pass,Low Risk
STU88339,Danish Yousafzai,71.0,15.0,15.0,23.0,19.0,Pass,Low Risk
STU42666,Talha Waheed,76.0,19.0,20.0,29.0,30.0,Pass,Low Risk
STU89780,Khadija Lodhi,64.0,14.0,8.0,17.0,23.0,Fail,Medium Risk
STU21334,Adnan Dar,92.0,19.0,15.0,26.0,30.0,Pass,Low Risk
STU73678,Unknown Student,100.0,12.0,17.0,22.0,28.0,Pass,Low Risk
STU31173,Huma Rind,89.0,17.0,19.0,30.0,24.0,Pass,Low Risk
STU65962,Noor Lodhi,96.0,20.0,20.0,30.0,25.0,Pass,Low Risk
STU22367,Raheel Kiani,89.0,20.0,20.0,30.0,29.0,Pass,Low Risk
STU73861,Noor Niazi,54.0,4.0,4.0,7.0,14.0,Fail,High Risk
STU52618,Yousuf Raza,90.0,19.0,20.0,22.0,21.0,Pass,Low Risk
STU59739,Adnan Rana,77.0,19.0,18.0,28.0,30.0,Pass,Low Risk
STU98025,Fahad Sabir,90.0,4.0,9.0,22.0,14.0,Fail,Medium Risk
STU02657,Nasir Khan,72.0,14.0,14.0,21.0,17.0,Pass,Medium Risk
STU08287,Tahira Effendi,54.0,15.0,8.0,13.0,9.0,Fail,High Risk
STU30832,Waqar Karim,73.0,6.0,11.0,15.0,15.0,Fail,Medium Risk
STU60767,Junaid Marwat,57.0,16.0,10.0,14.0,17.0,Fail,Medium Risk
STU26591,Komal Effendi,86.0,20.0,20.0,26.0,30.0,Pass,Low Risk
STU40811,Rabia Ali,61.0,8.0,10.0,16.0,11.0,Fail,High Risk
STU70755,Sadia Yousaf,80.0,11.0,10.0,16.0,11.0,Fail,Medium Risk
STU67911,Khadija Effendi,73.0,18.0,14.0,15.0,17.0,Pass,Medium Risk
STU98406,Aiman Hameed,50.0,13.0,17.0,20.0,21.0,Pass,Medium Risk
STU01672,Lubna Niazi,87.0,13.0,17.0,16.0,25.0,Pass,Low Risk
